experiment_id,manifest_set_id,manifest_set_version,ablation_group,condition_id,repetitions,passed_repetitions,failed_repetitions,agent_count,contact,modifier,pass_rate,determinism_match_rate,mean_mutation_count,mean_invalid_tick_validations,mean_decision_cardinality_errors,mean_privileged_truth_decisions,sd_privileged_truth_decisions,ci95_privileged_truth_decisions,mean_blocked_privileged_access_attempts,sd_blocked_privileged_access_attempts,ci95_blocked_privileged_access_attempts,mean_observations_per_tick,mean_trace_only_decision_rate,mean_fatigue_delta,sd_fatigue_delta,ci95_fatigue_delta,mean_confidence_delta,sd_confidence_delta,ci95_confidence_delta,passed
unity_free_paper_ablation_v0_2,unity_free_information_authority_no_cheat,0.1.0,authority_no_cheat,authority_privileged_bait,30,30,0,1,false,false,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,true
