experiment_id,negative_control_id,failure_bucket,expected_failed_rows,observed_failed_rows,fail_closed_rate,passed,source
unity_free_paper_ablation_v0_2,mutation_violation,safety_failure,1,1,1.000000,true,runner_level_failed_execution
unity_free_paper_ablation_v0_2,trace_only_violation,safety_failure,1,1,1.000000,true,runner_level_failed_execution
unity_free_paper_ablation_v0_2,invalid_tick_validation,contract_failure,1,1,1.000000,true,runner_level_failed_execution
unity_free_paper_ablation_v0_2,decision_cardinality_mismatch,contract_failure,1,1,1.000000,true,runner_level_failed_execution
unity_free_paper_ablation_v0_2,determinism_mismatch,determinism_failure,1,1,1.000000,true,runner_level_failed_execution
unity_free_paper_ablation_v0_2,privileged_truth_violation,authority_failure,1,1,1.000000,true,runner_level_failed_execution
